# HunStat2 CV | E4_window400
# v_start_mV=-400 v_stop_mV=400 estep_mV=5 scan_rate_mV_s=200 cycles=1
# fRcal_set_ohm=200.0 rtia_calibrated_ohm=1093.031
# cell=we-C Randles Rs=560.0 Rct=10000.0 Cdl=3.3e-08
potential_mV,current_uA
132.1600,12.430000
127.3300,11.990000
122.4900,11.540000
117.6600,11.070000
112.8200,10.620000
107.9900,10.180000
103.1500,9.700000
98.3200,9.260000
93.4800,8.810000
88.6400,8.330000
83.8100,7.890000
78.9700,7.450000
74.1400,6.970000
69.3000,6.520000
64.4700,6.050000
59.6300,5.600000
54.8000,5.120000
49.9600,4.680000
45.1300,4.240000
40.2900,3.790000
35.4600,3.350000
30.6200,2.870000
25.7900,2.430000
20.9500,1.980000
16.1200,1.500000
11.2800,1.060000
6.4500,0.610000
1.6100,0.140000
-3.2200,-0.310000
-8.0600,-0.790000
-12.8900,-1.230000
-17.7300,-1.670000
-22.5600,-2.150000
-27.4000,-2.600000
-32.2300,-3.070000
-37.0700,-3.520000
-41.9000,-3.960000
-46.7400,-4.440000
-51.5800,-4.880000
-56.4100,-5.330000
-61.2500,-5.810000
-66.0800,-6.250000
-70.9200,-6.730000
-75.7500,-7.170000
-80.5900,-7.620000
-85.4200,-8.060000
-90.2600,-8.540000
-95.0900,-8.980000
-99.9300,-9.460000
-104.7600,-9.910000
-109.6000,-10.350000
-114.4300,-10.830000
-119.2700,-11.270000
-124.1000,-11.720000
-128.9400,-12.190000
-133.7700,-12.640000
-138.6100,-13.080000
-143.4400,-13.530000
-148.2800,-14.000000
-153.1100,-14.450000
-157.9500,-14.930000
-162.7800,-15.370000
-167.6200,-15.810000
-172.4500,-16.290000
-177.2900,-16.740000
-182.1200,-17.180000
-186.9600,-17.660000
-191.7900,-18.100000
-196.6300,-18.550000
-201.4700,-18.990000
-206.3000,-19.470000
-211.1400,-19.950000
-215.9700,-20.390000
-220.8100,-20.830000
-225.6400,-21.280000
-230.4800,-21.760000
-235.3100,-22.200000
-240.1500,-22.680000
-244.9800,-23.120000
-249.8200,-23.570000
-254.6500,-24.010000
-259.4900,-24.490000
-264.3200,-24.930000
-269.1600,-25.380000
-273.9900,-25.860000
-278.8300,-26.300000
-283.6600,-26.740000
-288.5000,-27.220000
-293.3300,-27.670000
-298.1700,-28.110000
-303.0000,-28.590000
-307.8400,-29.030000
-312.6700,-29.480000
-317.5100,-29.950000
-322.3400,-30.400000
-327.1800,-30.840000
-332.0100,-31.320000
-336.8500,-31.760000
-341.6900,-32.210000
-346.5200,-32.650000
-351.3600,-33.130000
-356.1900,-33.610000
-361.0300,-34.050000
-365.8600,-34.500000
-370.7000,-34.940000
-375.5300,-35.420000
-380.3700,-35.860000
-385.2000,-36.310000
-390.0400,-36.750000
-394.8700,-37.230000
-399.7100,-37.670000
-404.5400,-38.120000
-409.3800,-38.600000
